,frame,tracker_id,field_x,field_y,label
74,4,13.0,45.11668,26.175007,
75,5,1.0,48.642143,16.79143,
76,5,2.0,45.092003,8.338922,
77,5,3.0,44.8262,30.606306,
78,5,4.0,45.92459,50.599075,
79,5,5.0,59.42332,18.97343,
80,5,6.0,55.630608,48.353733,
81,5,7.0,45.320312,41.61654,
82,5,8.0,52.217953,42.171665,
83,5,9.0,40.26772,20.608786,
84,5,10.0,48.252907,20.611656,
85,5,11.0,60.49851,38.751442,
86,5,12.0,48.204014,25.806423,
87,6,1.0,48.62489,16.75814,
88,6,2.0,45.094444,8.332414,
89,6,3.0,44.826622,30.621267,
90,6,4.0,45.926132,50.590176,
91,6,5.0,59.3967,18.94955,
92,6,6.0,55.638515,48.334946,
93,6,7.0,45.33152,41.609333,
94,6,8.0,52.216522,42.149876,
95,6,9.0,40.269573,20.608692,
96,6,10.0,48.22291,20.509172,
97,6,11.0,60.52046,38.69994,
98,6,12.0,48.232788,25.800613,
99,7,1.0,48.59401,16.728338,
100,7,2.0,45.10801,8.33225,
101,7,3.0,44.826694,30.626656,
102,7,4.0,45.926643,50.587494,
103,7,5.0,59.37483,18.955124,
104,7,6.0,55.6429,48.307335,
105,7,7.0,45.3353,41.607006,
106,7,8.0,52.206974,42.16342,
107,7,9.0,40.2745,20.626736,
108,7,10.0,48.206764,20.475275,
109,7,11.0,60.534924,38.663208,
110,7,12.0,48.253506,25.818684,
111,8,1.0,48.572334,16.701468,
112,8,2.0,45.112846,8.332413,
113,8,3.0,44.826653,30.628597,
114,8,4.0,45.92679,50.58697,
115,8,5.0,59.35461,18.971039,
116,8,6.0,55.644554,48.29823,
117,8,7.0,45.336426,41.6064,
118,8,8.0,52.197994,42.14875,
119,8,9.0,40.293224,20.61818,
120,8,10.0,48.22593,20.436813,
121,8,11.0,60.532425,38.650707,
122,8,12.0,48.26957,25.861488,
123,9,1.0,48.569088,16.661404,
124,9,2.0,45.122864,8.3195,
125,9,3.0,44.840893,30.63036,
126,9,4.0,45.926807,50.587154,
127,9,5.0,59.34264,18.961042,
128,9,6.0,55.647923,48.2529,
129,9,7.0,45.33161,41.58533,
130,9,8.0,52.187614,42.143787,
131,9,9.0,40.306934,20.615824,
132,9,10.0,48.221104,20.424644,
133,9,11.0,60.53507,38.70535,
134,9,12.0,48.27209,25.84301,
135,9,16.0,40.440105,23.0974,
136,9,14.0,45.468735,19.510008,
137,10,1.0,48.55342,16.66231,
138,10,2.0,45.132668,8.315834,
139,10,3.0,44.862778,30.613716,
140,10,4.0,45.9345,50.519817,
141,10,5.0,59.32694,18.955853,
142,10,6.0,55.643314,48.2156,
143,10,7.0,45.3447,41.57834,
144,10,8.0,52.169525,42.142178,
145,10,10.0,48.21551,20.406239,
146,10,11.0,60.54285,38.707245,
147,10,12.0,48.267242,25.81849,
148,10,16.0,40.458218,23.06737,
149,11,1.0,48.554737,16.664644,
150,11,2.0,45.12985,8.313714,
151,11,3.0,44.882553,30.626884,
152,11,4.0,45.93733,50.495125,
153,11,5.0,59.310642,18.937332,
154,11,6.0,55.65012,48.181683,
155,11,7.0,45.35436,41.596905,
156,11,8.0,52.170174,42.14246,
157,11,10.0,48.227222,20.403736,
158,11,11.0,60.557705,38.728115,
159,11,12.0,48.27774,25.810553,
160,11,16.0,40.465878,23.097788,
161,12,1.0,48.548397,16.618298,
162,12,2.0,45.134895,8.2713,
163,12,3.0,44.885017,30.613058,
164,12,4.0,45.94342,50.441723,
165,12,5.0,59.29933,18.929827,
166,12,6.0,55.66525,48.085705,
167,12,7.0,45.357834,41.542126,
168,12,8.0,52.163532,42.14282,
169,12,10.0,48.26927,20.425537,
170,12,11.0,60.566395,38.640697,
171,12,12.0,48.294308,25.809086,
172,12,16.0,40.459866,23.107286,
173,13,1.0,48.548298,16.586796,
174,13,2.0,45.146988,8.228843,
175,13,3.0,44.897533,30.571987,
176,13,4.0,45.945515,50.355854,
177,13,5.0,59.2736,18.894386,
178,13,6.0,55.67086,48.05101,
179,13,7.0,45.35651,41.480904,
180,13,8.0,52.161278,42.143463,
181,13,10.0,48.26757,20.52916,
182,13,11.0,60.56832,38.62825,
183,13,12.0,48.29997,25.808758,
184,14,1.0,48.53133,16.558352,
185,14,2.0,45.15568,8.142504,
186,14,3.0,44.885857,30.463871,
187,14,4.0,45.966686,50.279995,
188,14,5.0,59.249233,18.834337,
189,14,6.0,55.68092,47.913498,
190,14,7.0,45.370724,41.397663,
191,14,8.0,52.171005,42.02297,
192,14,10.0,48.337254,20.369997,
193,14,11.0,60.572983,38.509907,
194,14,12.0,48.30416,25.84304,
195,15,1.0,48.54299,16.457752,
196,15,2.0,45.16302,8.0404625,
197,15,3.0,44.886482,30.278652,
198,15,4.0,45.97441,50.186092,
199,15,5.0,59.2121,18.793678,
200,15,6.0,55.692604,47.737957,
201,15,7.0,45.380928,41.265667,
202,15,8.0,52.174446,41.89905,
203,15,10.0,48.32584,20.354801,
204,15,11.0,60.591366,38.374043,
205,15,12.0,48.277233,25.870232,
206,16,1.0,48.59163,16.272633,
207,16,2.0,45.173912,7.948173,
208,16,3.0,44.898254,30.174746,
209,16,4.0,45.98207,50.041195,
210,16,5.0,59.20201,18.719461,
211,16,6.0,55.695103,47.590954,
212,16,7.0,45.387108,41.1356,
213,16,8.0,52.165035,41.81258,
214,16,10.0,48.37083,20.372324,
215,16,11.0,60.64036,38.070362,
216,16,12.0,48.277943,25.781837,
217,17,1.0,48.628036,16.161705,
218,17,2.0,45.188095,7.888243,
219,17,3.0,44.909702,30.083132,
220,17,4.0,45.987267,49.966805,
221,17,5.0,59.208054,18.633715,
222,17,6.0,55.715267,47.45515,
223,17,7.0,45.401535,41.04822,
224,17,8.0,52.157948,41.741592,
225,17,10.0,48.40815,20.31895,
226,17,11.0,60.665585,37.93941,
227,17,12.0,48.27257,25.68038,
228,17,17.0,52.794918,31.88652,
229,18,1.0,48.662228,16.109804,
230,18,2.0,45.209633,7.8416295,
231,18,3.0,44.91859,30.014511,
232,18,4.0,45.999138,49.918724,
233,18,5.0,59.2142,18.543264,
234,18,6.0,55.74795,47.34481,
235,18,7.0,45.409195,40.9971,
236,18,8.0,52.15888,41.67715,
237,18,10.0,48.456566,20.175926,
238,18,11.0,60.704006,37.80178,
239,18,12.0,48.27736,25.692112,
240,18,17.0,52.802616,31.887094,
241,18,13.0,45.14334,25.391588,
242,19,1.0,48.684757,16.063322,
243,19,2.0,45.21127,7.8247743,
244,19,3.0,44.931046,29.973097,
245,19,4.0,46.010998,49.836655,
246,19,5.0,59.191948,18.537464,
247,19,6.0,55.790756,47.265583,
248,19,7.0,45.416756,40.939598,
249,19,8.0,52.153988,41.634697,
250,19,10.0,48.455086,20.121407,
251,19,11.0,60.732994,37.69848,
252,19,12.0,48.27504,25.730387,
253,19,17.0,52.739735,32.00829,
254,19,13.0,45.173466,25.460814,
255,19,16.0,40.558655,22.36939,
256,20,1.0,48.675953,16.030653,
257,20,2.0,45.20748,7.8053346,
258,20,3.0,44.921597,29.958397,
259,20,4.0,46.015213,49.80795,
260,20,5.0,59.167233,18.519667,
261,20,6.0,55.79369,47.218075,
262,20,7.0,45.41934,40.91988,
263,20,8.0,52.16284,41.581127,
264,20,10.0,48.471783,20.008627,
265,20,11.0,60.748318,37.698853,
266,20,12.0,48.25653,25.726942,
267,20,17.0,52.708786,32.085938,
268,20,13.0,45.16163,25.397556,
269,20,16.0,40.502373,22.270756,
270,21,1.0,48.6552,16.003197,
271,21,2.0,45.201714,7.784781,
272,21,3.0,44.922558,29.91901,
273,21,4.0,46.029198,49.755444,
274,21,5.0,59.137363,18.46663,
275,21,6.0,55.78852,47.182575,
276,21,7.0,45.422512,40.89435,
277,21,8.0,52.134342,41.521828,
278,21,10.0,48.458225,19.966164,
279,21,11.0,60.75911,37.720825,
280,21,12.0,48.2632,25.660812,
281,21,17.0,52.69421,32.08891,
282,21,13.0,45.183994,25.429377,
283,22,1.0,48.634525,15.9934435,
284,22,2.0,45.197174,7.7922244,
285,22,3.0,44.908813,29.904829,
286,22,4.0,46.026592,49.737633,
287,22,5.0,59.086548,18.428211,
288,22,6.0,55.764847,47.171936,
289,22,7.0,45.398895,40.905884,
290,22,8.0,52.135708,41.360813,
291,22,10.0,48.40382,19.978699,
292,22,11.0,60.776752,37.696507,
293,22,12.0,48.25709,25.651281,
294,22,17.0,52.676243,32.08583,
295,22,13.0,45.15859,25.388124,
296,22,19.0,54.945618,23.169449,
297,23,1.0,48.632965,15.992483,
298,23,2.0,45.19525,7.7963953,
299,23,3.0,44.903454,29.901215,
300,23,4.0,46.02534,49.732956,
301,23,5.0,59.05632,18.413677,
302,23,6.0,55.741516,47.17037,
303,23,7.0,45.389782,40.912045,
304,23,8.0,52.151897,41.285126,
305,23,10.0,48.37719,20.033298,
306,23,11.0,60.79346,37.74534,
307,23,12.0,48.254646,25.64813,
308,23,17.0,52.665615,32.06361,
309,23,13.0,45.178074,25.411081,
310,23,19.0,54.94212,23.19537,
311,24,1.0,48.649357,16.011284,
312,24,2.0,45.2026,7.786271,
313,24,3.0,44.908287,29.902002,
314,24,4.0,46.03741,49.75522,
315,24,5.0,59.05411,18.365904,
316,24,6.0,55.753803,47.17269,
317,24,7.0,45.40596,40.8761,
318,24,8.0,52.15656,41.278206,
319,24,10.0,48.35698,20.085974,
320,24,11.0,60.80264,37.674698,
321,24,12.0,48.26604,25.598017,
322,24,13.0,45.200954,25.405018,
323,24,19.0,54.951214,23.167295,
324,25,1.0,48.65993,16.035877,
325,25,2.0,45.20314,7.797122,
326,25,3.0,44.91461,29.922153,
327,25,4.0,46.041767,49.76515,
328,25,5.0,59.042347,18.347736,
329,25,6.0,55.766697,47.15517,
330,25,7.0,45.416805,40.884148,
331,25,8.0,52.16542,41.27857,
332,25,10.0,48.357777,20.09201,
333,25,11.0,60.826183,37.614555,
334,25,12.0,48.297337,25.462961,
335,25,13.0,45.1805,25.366978,
336,25,19.0,54.96122,23.1585,
337,26,1.0,48.670074,16.047247,
338,26,2.0,45.215424,7.803978,
339,26,3.0,44.919086,29.967089,
340,26,4.0,46.043186,49.770344,
341,26,5.0,59.033573,18.326674,
342,26,6.0,55.778503,47.15105,
343,26,7.0,45.42079,40.88863,
344,26,8.0,52.154797,41.28028,
345,26,10.0,48.36467,20.096012,
346,26,11.0,60.873737,37.57776,
347,26,12.0,48.32367,25.345322,
348,26,13.0,45.165527,25.353045,
349,26,19.0,54.97388,23.12173,
350,27,1.0,48.68631,16.0541,
351,27,2.0,45.21993,7.807444,
352,27,3.0,44.923073,29.967491,
353,27,4.0,46.043472,49.77372,
354,27,5.0,59.025917,18.304502,
355,27,6.0,55.789764,47.151154,
356,27,7.0,45.429485,40.891754,
357,27,8.0,52.15612,41.302784,
358,27,10.0,48.364716,20.065887,
359,27,11.0,60.93023,37.54976,
360,27,12.0,48.335835,25.33837,
361,27,13.0,45.17121,25.367212,
362,27,19.0,54.97799,23.10943,
363,28,1.0,48.69849,16.05833,
364,28,2.0,45.221443,7.8093843,
365,28,3.0,44.924465,29.968319,
366,28,4.0,46.03572,49.775925,
367,28,5.0,58.989452,18.278242,
368,28,6.0,55.78667,47.152874,
369,28,7.0,45.432606,40.89391,
370,28,8.0,52.165382,41.293644,
371,28,10.0,48.362885,20.071247,
372,28,11.0,60.970757,37.523945,
373,28,12.0,48.335163,25.319471,
374,28,13.0,45.18904,25.409216,
375,29,1.0,48.69836,16.044815,
376,29,2.0,45.221844,7.8106794,
377,29,3.0,44.924877,29.9693,
378,29,4.0,46.032646,49.777664,
379,29,5.0,58.966278,18.23866,
380,29,6.0,55.77821,47.154755,
381,29,7.0,45.43361,40.895576,
382,29,8.0,52.165237,41.251907,
383,29,10.0,48.351208,20.056671,
384,29,11.0,60.99942,37.4804,
385,29,12.0,48.3232,25.295536,
386,29,13.0,45.191097,25.459389,
387,29,16.0,40.691975,22.500547,
388,29,19.0,54.98098,23.08533,
389,30,1.0,48.698044,16.040445,
390,30,2.0,45.217777,7.7969837,
391,30,3.0,44.91797,29.969713,
392,30,4.0,46.039013,49.77922,
393,30,5.0,58.946518,18.223318,
394,30,6.0,55.78326,47.136078,
395,30,7.0,45.424015,40.91675,
396,30,8.0,52.15814,41.23731,
397,30,10.0,48.350754,20.020128,
398,30,11.0,61.03494,37.467182,
399,30,12.0,48.32237,25.254128,
400,30,13.0,45.194042,25.462172,
401,30,17.0,52.68469,31.481274,
402,31,1.0,48.697746,16.039337,
403,31,2.0,45.2161,7.7922864,
404,31,3.0,44.91527,29.970394,
405,31,4.0,46.041306,49.78052,
406,31,5.0,58.9523,18.205444,
407,31,6.0,55.786335,47.10946,
408,31,7.0,45.42027,40.92533,
409,31,8.0,52.157173,41.21341,
410,31,10.0,48.34039,20.038153,
411,31,11.0,61.066616,37.465027,
412,31,12.0,48.31866,25.325132,
413,31,13.0,45.192726,25.4805,
414,31,17.0,52.68828,31.444283,
415,32,1.0,48.69118,16.038706,
416,32,2.0,45.213276,7.804711,
417,32,3.0,44.921158,29.971663,
418,32,4.0,46.03441,49.78156,
419,32,5.0,58.9444,18.183697,
420,32,6.0,55.781567,47.079662,
421,32,7.0,45.416264,40.949337,
422,32,8.0,52.15684,41.20577,
423,32,10.0,48.321777,20.059921,
424,32,11.0,61.091743,37.43009,
425,32,12.0,48.310543,25.35171,
426,32,13.0,45.18536,25.48694,
427,32,17.0,52.68926,31.432072,
428,33,1.0,48.694794,16.039791,
429,33,2.0,45.220333,7.7969985,
430,33,3.0,44.923336,29.97255,
431,33,4.0,46.039345,49.782593,
432,33,5.0,58.943752,18.146994,
433,33,6.0,55.772614,47.069405,
434,33,7.0,45.41717,40.938576,
435,33,8.0,52.15674,41.2041,
436,33,10.0,48.308464,20.06792,
437,33,11.0,61.125824,37.419685,
438,33,12.0,48.30927,25.345913,
439,33,13.0,45.18013,25.506582,
440,33,17.0,52.68506,31.482773,
441,34,1.0,48.667347,16.067392,
442,34,2.0,45.22085,7.808079,
443,34,3.0,44.92171,29.991121,
444,34,4.0,46.03349,49.783382,
445,34,5.0,58.93735,18.148466,
446,34,6.0,55.77621,47.06677,
447,34,7.0,45.424793,40.93509,
448,34,8.0,52.146046,41.164516,
449,34,10.0,48.313995,20.040348,
450,34,11.0,61.14779,37.49109,
451,34,12.0,48.325127,25.261108,
452,34,13.0,45.18274,25.479849,
453,34,17.0,52.676918,31.502829,
454,35,1.0,48.644356,16.076588,
455,35,2.0,45.214825,7.8116612,
456,35,3.0,44.918636,30.016417,
457,35,4.0,46.02356,49.784023,
458,35,5.0,58.9178,18.147907,
459,35,6.0,55.773098,47.025238,
460,35,7.0,45.412983,40.933445,
461,35,8.0,52.13868,41.1901,
462,35,10.0,48.320103,19.998749,
463,35,11.0,61.169865,37.465183,
464,35,12.0,48.33498,25.195932,
465,35,13.0,45.176914,25.469303,
466,35,17.0,52.665764,31.528753,
467,36,1.0,48.604126,16.076313,
468,36,2.0,45.206345,7.812293,
469,36,3.0,44.90583,30.007032,
470,36,4.0,46.017273,49.806625,
471,36,5.0,58.893333,18.146408,
472,36,6.0,55.77055,47.031197,
473,36,7.0,45.405987,40.953163,
474,36,8.0,52.13065,41.18074,
475,36,10.0,48.2875,19.94736,
476,36,11.0,61.186275,37.383667,
477,36,12.0,48.343243,25.190502,
478,36,13.0,45.172367,25.482368,
479,36,17.0,52.651485,31.502636,
480,37,1.0,48.56062,16.103075,
481,37,2.0,45.203106,7.812722,
482,37,3.0,44.90562,30.022068,
483,37,4.0,46.017406,49.79346,
484,37,5.0,58.878826,18.14594,
485,37,6.0,55.755417,47.03415,
486,37,7.0,45.403324,40.96088,
487,37,8.0,52.12068,41.1778,
488,37,10.0,48.2949,19.931059,
489,37,11.0,61.203655,37.372814,
490,37,12.0,48.339386,25.188725,
491,37,13.0,45.166187,25.469883,
492,37,17.0,52.64638,31.493597,
493,38,1.0,48.531895,16.111761,
494,38,2.0,45.201878,7.813053,
495,38,3.0,44.905567,30.027859,
496,38,4.0,46.01748,49.78873,
497,38,5.0,58.849613,18.158325,
498,38,6.0,55.749737,47.036057,
499,38,7.0,45.402344,40.963913,
500,38,8.0,52.113422,41.137688,
501,38,10.0,48.311073,19.927275,
502,38,11.0,61.27029,37.282223,
503,38,12.0,48.33779,25.188961,
504,38,13.0,45.161564,25.482088,
505,38,17.0,52.64159,31.526735,
506,39,1.0,48.511517,16.144243,
507,39,2.0,45.199345,7.827043,
508,39,3.0,44.91256,30.030607,
509,39,4.0,46.02516,49.787273,
510,39,5.0,58.821564,18.161459,
511,39,6.0,55.74765,47.037476,
512,39,7.0,45.409348,40.96545,
513,39,8.0,52.135315,41.08484,
514,39,10.0,48.279617,19.858126,
515,39,11.0,61.32201,37.19623,
516,39,12.0,48.341,25.156166,
517,39,13.0,45.175674,25.471199,
518,39,17.0,52.636913,31.575294,
519,39,21.0,47.775448,27.840113,
520,40,1.0,48.498043,16.15569,
521,40,2.0,45.200474,7.8187366,
522,40,3.0,44.91041,30.067522,
523,40,4.0,46.02044,49.78687,
524,40,5.0,58.80499,18.177195,
525,40,6.0,55.75133,47.08015,
526,40,7.0,45.412006,40.966095,
527,40,8.0,52.120922,41.084606,
528,40,10.0,48.267982,19.83287,
529,40,11.0,61.36089,37.13009,
530,40,12.0,48.34481,25.179266,
531,40,13.0,45.18106,25.46714,
532,40,17.0,52.63383,31.611576,
533,40,21.0,47.803596,27.830364,
534,40,16.0,40.685783,22.384607,
535,41,1.0,48.495308,16.144869,
536,41,2.0,45.20497,7.8303285,
537,41,3.0,44.916576,30.08192,
538,41,4.0,46.01614,49.808895,
539,41,5.0,58.78852,18.167294,
540,41,6.0,55.752777,47.09672,
541,41,7.0,45.413006,40.966393,
542,41,8.0,52.115574,41.085365,
543,41,10.0,48.268356,19.840767,
544,41,11.0,61.408325,37.053974,
545,41,12.0,48.35948,25.189821,
546,41,13.0,45.169357,25.516073,
547,41,17.0,52.621082,31.606472,
548,41,21.0,47.810665,27.847229,
549,42,1.0,48.486664,16.154799,
550,42,2.0,45.200558,7.8338146,
551,42,3.0,44.911915,30.08662,
552,42,4.0,46.017033,49.795376,
553,42,5.0,58.76623,18.146997,
554,42,6.0,55.759087,47.124084,
555,42,7.0,45.41336,40.96655,
556,42,8.0,52.11897,41.106403,
557,42,10.0,48.2623,19.843746,
558,42,11.0,61.44861,37.082485,
559,42,12.0,48.339813,25.293371,
560,42,13.0,45.162598,25.551659,
561,42,17.0,52.605194,31.657314,
562,43,1.0,48.498283,16.145048,
563,43,2.0,45.184566,7.846969,
564,43,3.0,44.910137,30.088182,
565,43,4.0,46.014885,49.812347,
566,43,5.0,58.7476,18.123535,
567,43,6.0,55.760166,47.155346,
568,43,7.0,45.41101,40.986763,
569,43,8.0,52.113354,41.114838,
570,43,10.0,48.250004,19.876278,
571,43,11.0,61.476654,37.059574,
572,43,12.0,48.327732,25.315262,
573,43,13.0,45.16931,25.49689,
574,43,17.0,52.59791,31.694218,
575,44,1.0,48.509308,16.142069,
576,44,2.0,45.178535,7.8519535,
577,44,3.0,44.902496,30.088018,
578,44,4.0,46.01409,49.818905,
579,44,5.0,58.734543,18.128948,
580,44,6.0,55.763226,47.125576,
581,44,7.0,45.410103,40.994423,
582,44,8.0,52.10795,41.15793,
583,44,10.0,48.247505,19.873446,
584,44,11.0,61.50573,37.03539,
585,44,12.0,48.32687,25.290407,
586,44,13.0,45.171864,25.476128,
587,44,17.0,52.580578,31.724514,
588,44,22.0,47.95011,7.1747837,
589,45,1.0,48.520092,16.141663,
590,45,2.0,45.176346,7.8537807,
591,45,3.0,44.899624,30.08777,
592,45,4.0,46.013817,49.8214,
593,45,5.0,58.718597,18.13001,
594,45,6.0,55.75022,47.114113,
595,45,7.0,45.39992,41.017094,
596,45,8.0,52.114788,41.15518,
597,45,10.0,48.238483,19.887703,
598,45,11.0,61.542236,36.992958,
599,45,12.0,48.332413,25.230465,
600,45,13.0,45.166103,25.467575,
601,45,17.0,52.56652,31.824492,
602,45,22.0,47.943146,7.17368,
603,45,16.0,40.66631,22.308071,
604,45,21.0,47.766037,27.825163,
605,46,1.0,48.524433,16.14145,
606,46,2.0,45.177696,7.8406825,
607,46,3.0,44.898582,30.087515,
608,46,4.0,46.003574,49.844273,
609,46,5.0,58.70404,18.08521,
610,46,6.0,55.75373,47.089325,
611,46,7.0,45.41078,41.026123,
612,46,8.0,52.117447,41.154396,
613,46,10.0,48.235317,19.893536,
614,46,11.0,61.58094,36.961708,
615,46,12.0,48.332508,25.224829,
616,46,13.0,45.163914,25.464418,
617,46,17.0,52.561607,31.861603,
618,46,22.0,47.9387,7.189135,
619,46,16.0,40.65258,22.28377,
620,47,1.0,48.524437,16.156298,
621,47,2.0,45.182358,7.850389,
622,47,3.0,44.90281,30.105738,
623,47,4.0,46.009884,49.830997,
624,47,5.0,58.700012,18.054016,
625,47,6.0,55.7775,47.05997,
626,47,7.0,45.410053,41.008957,
627,47,8.0,52.134315,41.13511,
628,47,10.0,48.283184,19.869738,
629,47,11.0,61.6217,36.89832,
630,47,12.0,48.30942,25.305637,
631,47,13.0,45.156216,25.51413,
632,47,17.0,52.563267,31.838772,
633,47,22.0,47.94228,7.21038,
634,48,1.0,48.532734,16.147635,
635,48,2.0,45.184174,7.854024,
636,48,3.0,44.916153,30.0773,
637,48,4.0,46.009834,49.847874,
638,48,5.0,58.680756,18.055117,
639,48,6.0,55.786503,47.0491,
640,48,7.0,45.41955,40.98258,
641,48,8.0,52.133606,41.127823,
642,48,10.0,48.27564,19.858055,
643,48,11.0,61.649693,36.840378,
644,48,12.0,48.30272,25.319355,
645,48,13.0,45.164734,25.499733,
646,48,17.0,52.578728,31.740782,
647,48,22.0,47.935097,7.2306614,
648,49,1.0,48.535995,16.144274,
649,49,2.0,45.184906,7.855354,
650,49,3.0,44.91884,30.084204,
651,49,4.0,46.019966,49.83231,
652,49,5.0,58.66821,18.055387,
653,49,6.0,55.796844,47.045475,
654,49,7.0,45.42315,40.972473,
655,49,8.0,52.140335,41.125637,
656,49,10.0,48.279324,19.85479,
657,49,11.0,61.68511,36.803574,
658,49,12.0,48.296364,25.357761,
659,49,13.0,45.165684,25.511223,
660,49,17.0,52.57961,31.68575,
661,49,22.0,47.934635,7.2226787,
662,50,1.0,48.537304,16.14297,
663,50,2.0,45.18522,7.855804,
664,50,3.0,44.92221,30.068834,
665,50,4.0,46.01367,49.848244,
666,50,5.0,58.654045,18.025116,
667,50,6.0,55.792255,47.064945,
668,50,7.0,45.421993,40.98881,
669,50,8.0,52.14284,41.125072,
670,50,10.0,48.27616,19.837301,
671,50,11.0,61.723907,36.756603,
672,50,12.0,48.296005,25.355444,
673,50,13.0,45.16605,25.515509,
674,50,17.0,52.581673,31.647131,
675,50,22.0,47.93271,7.2334247,
676,51,1.0,48.53786,16.142443,
677,51,2.0,45.18536,7.855922,
678,51,3.0,44.92343,30.063017,
679,51,4.0,46.0113,49.85419,
680,51,5.0,58.644253,17.998781,
681,51,6.0,55.79037,47.072582,
682,51,7.0,45.419025,41.015205,
683,51,8.0,52.142044,41.144775,
684,51,10.0,48.26856,19.830353,
685,51,11.0,61.762096,36.759827,
686,51,12.0,48.290104,25.404547,
687,51,13.0,45.179737,25.518335,
688,51,17.0,52.57755,31.614485,
689,51,22.0,47.925926,7.2359233,
690,52,1.0,48.54253,16.15796,
691,52,2.0,45.17723,7.8686953,
692,52,3.0,44.923843,30.060816,
693,52,4.0,46.01041,49.85635,
694,52,6.0,55.796627,47.075764,
695,52,7.0,45.420345,41.00496,
696,52,8.0,52.14869,41.152657,
697,52,10.0,48.26383,19.843834,
698,52,11.0,61.7937,36.78194,
699,52,12.0,48.285305,25.388786,
700,52,13.0,45.171375,25.518042,
701,52,17.0,52.57611,31.602322,
702,52,22.0,47.92356,7.236447,
703,53,1.0,48.54436,16.16385,
704,53,2.0,45.17419,7.8734617,
705,53,3.0,44.923946,30.060005,
706,53,4.0,46.010094,49.857063,
707,53,6.0,55.8143,47.056694,
708,53,7.0,45.418343,41.021122,
709,53,8.0,52.151157,41.155743,
710,53,10.0,48.266655,19.865803,
711,53,11.0,61.82522,36.73857,
712,53,12.0,48.292854,25.416832,
713,53,13.0,45.174946,25.518484,
714,53,17.0,52.583855,31.580944,
715,53,22.0,47.922817,7.236309,
716,53,5.0,58.612354,17.98346,
717,54,1.0,48.55212,16.212614,
718,54,2.0,45.17714,7.8898196,
719,54,3.0,44.93785,30.060823,
720,54,4.0,46.01763,49.85732,
721,54,6.0,55.82082,47.04965,
722,54,7.0,45.429775,41.047825,
723,54,8.0,52.14165,41.195953,
724,54,10.0,48.300156,19.877993,
725,54,11.0,61.863686,36.652508,
726,54,12.0,48.29585,25.427164,
727,54,13.0,45.17858,25.501612,
728,54,17.0,52.58535,31.59075,
729,54,22.0,47.928734,7.236938,
730,54,5.0,58.606163,17.996904,
